ECC6 ECP Production                                                    Foreign Currency Valuation                                                    Time 08:47:35     Date  02.08.2017
Brisbane                                                                                                                                     FAGL_FC_VALUATION/JGRABKA Page           1
Key Date 31.07.17
Valuation in Company code currency (10)
Method Z001 Rio Tinto Foreign Currency Revaluation
Ledger Group 0L


		Ld	CoCd	AccTy	G/L	Account Nu	DocumentNo	Itm	    Amount in FC	Crcy	  Amount CC.Curr	CC.Curr	Exch. Rat	S	 Exch.rate	Typ	  Old Difference	  New Difference	   Amount Posted
			8800	S	195500		1200007578	  1	-4,289,224.64	USD	-3,852,581.57	EUR	  0.85100		 0.89820	ZU	           0.00	     202,457.21	     202,457.21
			8800	S	195500		1200007628	  1	-2,279,875.77	USD	-2,044,592.59	EUR	  0.85100		 0.89680	ZU	           0.00	     104,421.39	     104,421.39
			8800	S	195500		1200007658	  1	-74,737.07	USD	-66,979.36	EUR	  0.85100		 0.89620	ZU	           0.00	       3,378.21	       3,378.21
			8800	S	195500		1200007688	  1	-1,315,246.24	USD	-1,180,828.07	EUR	  0.85100		 0.89780	ZU	           0.00	      61,555.30	      61,555.30
			8800	S	195500		1200007772	  1	-952,360.58	USD	-853,696.02	EUR	  0.85100		 0.89640	ZU	           0.00	      43,238.46	      43,238.46
			8800	S	195500		1200007796	  1	-1,326,206.78	USD	-1,165,735.76	EUR	  0.85100		 0.87900	ZU	           0.00	      37,135.58	      37,135.58
			8800	S	195500		1200007815	  2	     274,920.67	USD	     242,287.59	EUR	  0.85100		 0.88130	ZU	           0.00	-8,330.47	-8,330.47
			8800	S	195500		1200007832	  2	   1,884,497.95	USD	   1,653,270.05	EUR	  0.85100		 0.87730	ZU	           0.00	-49,564.84	-49,564.84
			8800	S	195500		1200007862	  2	      16,728.00	USD	      14,777.52	EUR	  0.85100		 0.88340	ZU	           0.00	-542.01	-542.01
			8800	S	195500		1200007982	  1	-1,811,593.61	USD	-1,605,796.58	EUR	  0.85100		 0.88640	ZU	           0.00	      64,132.87	      64,132.87
			8800	S	195500		1200008054	  1	-720,776.01	USD	-649,347.11	EUR	  0.85100		 0.90090	ZU	           0.00	      35,967.70	      35,967.70
			8800	S	195500		1200008074	  1	-1,962,825.79	USD	-1,778,123.88	EUR	  0.85100		 0.90590	ZU	           0.00	     107,761.79	     107,761.79
			8800	S	195500		1200008126	  1	-1,437,238.67	USD	-1,294,952.04	EUR	  0.85100		 0.90100	ZU	           0.00	      71,863.88	      71,863.88
			8800	S	195500		1200008180	  2	      98,579.07	USD	      87,212.90	EUR	  0.85100		 0.88470	ZU	           0.00	-3,322.24	-3,322.24
			8800	S	195500		1200008197	  1	-53,939.71	USD	-47,504.70	EUR	  0.85100		 0.88070	ZU	           0.00	       1,602.08	       1,602.08
			8800	S	195500		1200008220	  1	-17,333,057.24	USD	-15,682,950.19	EUR	  0.85100		 0.90480	ZU	           0.00	     932,541.93	     932,541.93
			8800	S	195500		1200008328	  1	-1,661,652.35	USD	-1,498,311.92	EUR	  0.85100		 0.90170	ZU	           0.00	      84,248.02	      84,248.02
			8800	S	195500		1200008346	  1	-3,109,047.65	USD	-2,803,739.17	EUR	  0.85100		 0.90180	ZU	           0.00	     157,943.83	     157,943.83
			8800	S	195500		1200008409	  1	-312,359.86	USD	-282,591.97	EUR	  0.85100		 0.90470	ZU	           0.00	      16,774.15	      16,774.15
			8800	S	195500		1200008420	  2	   1,826,364.72	USD	   1,646,650.43	EUR	  0.85100		 0.90160	ZU	           0.00	-92,416.52	-92,416.52
			8800	S	195500		1200008445	  1	-1,428,672.99	USD	-1,286,234.29	EUR	  0.85100		 0.90030	ZU	           0.00	      70,435.51	      70,435.51
			8800	S	195500		1200008522	  1	-185,212.06	USD	-168,172.55	EUR	  0.85100		 0.90800	ZU	           0.00	      10,557.34	      10,557.34
			8800	S	195500		1200008546	  2	   1,293,059.71	USD	   1,174,874.05	EUR	  0.85100		 0.90860	ZU	           0.00	-74,481.99	-74,481.99
			8800	S	195500		1200008599	  1	-5,206,280.80	USD	-4,737,194.90	EUR	  0.85100		 0.90990	ZU	           0.00	     306,656.98	     306,656.98
			8800	S	195500		1200008703	  1	-180,092.60	USD	-163,920.28	EUR	  0.85100		 0.91020	ZU	           0.00	      10,661.72	      10,661.72
			8800	S	195500		1200008717	  2	         287.17	USD	         260.75	EUR	  0.85100		 0.90800	ZU	           0.00	-16.37	-16.37
			8800	S	195500		1200008724	  2	         571.04	USD	         519.70	EUR	  0.85100		 0.91009	ZU	           0.00	-33.75	-33.75
			8800	S	195500		1200008729	  1	-670,793.30	USD	-605,726.35	EUR	  0.85100		 0.90300	ZU	           0.00	      34,882.16	      34,882.16
			8800	S	195500		1200008744	  1	-128,609.84	USD	-115,015.78	EUR	  0.85100		 0.89430	ZU	           0.00	       5,568.98	       5,568.98
			8800	S	195500		1200008792	  1	-1,380,391.23	USD	-1,235,864.27	EUR	  0.85100		 0.89530	ZU	           0.00	      61,153.20	      61,153.20
			8800	S	195500		1200008806	  1	-107,801.55	USD	-96,061.96	EUR	  0.85100		 0.89110	ZU	           0.00	       4,322.99	       4,322.99
			8800	S	195500		1200008826	  2	   1,619,640.62	USD	   1,449,578.35	EUR	  0.85100		 0.89500	ZU	           0.00	-71,266.37	-71,266.37
			8800	S	195500		1200008850	  1	-2,165,115.15	USD	-1,944,056.89	EUR	  0.85100		 0.89790	ZU	           0.00	     101,546.83	     101,546.83
			8800	S	195500		1200008904	  2	   3,038,917.07	USD	   2,721,350.24	EUR	  0.85100		 0.89550	ZU	           0.00	-135,235.93	-135,235.93
			8800	S	195500		1200008950	  1	-1,390,989.42	USD	-1,245,491.93	EUR	  0.85100		 0.89540	ZU	           0.00	      61,761.82	      61,761.82
			8800	S	195500		1200008999	  1	-1,520,266.33	USD	-1,348,628.26	EUR	  0.85100		 0.88710	ZU	           0.00	      54,883.67	      54,883.67
			8800	S	195500		1200009027	  1	-1,290,597.78	USD	-1,139,081.60	EUR	  0.85100		 0.88260	ZU	           0.00	      40,784.64	      40,784.64
			8800	S	195500		1200009062	  1	-95,739.79	USD	-84,595.68	EUR	  0.85100		 0.88360	ZU	           0.00	       3,121.25	       3,121.25
			8800	S	195500		1200009108	  1	-29,710.12	USD	-26,531.14	EUR	  0.85100		 0.89300	ZU	           0.00	       1,247.87	       1,247.87
			8800	S	195500		1200009124	  1	-391,635.00	USD	-350,435.00	EUR	  0.85100		 0.89480	ZU	           0.00	      17,154.14	      17,154.14
			8800	S	195500		1200009192	  2	   1,627,334.90	USD	   1,444,096.99	EUR	  0.85100		 0.88740	ZU	           0.00	-59,237.19	-59,237.19
			8800	S	195500		1200009231	  1	-2,508,942.64	USD	-2,224,679.44	EUR	  0.85100		 0.88670	ZU	           0.00	      89,572.65	      89,572.65
			8800	S	195500		1200009249	  1	-1,070,486.50	USD	-959,905.24	EUR	  0.85100		 0.89670	ZU	           0.00	      48,922.68	      48,922.68
			8800	S	195500		1200009283	  1	-718,281.43	USD	-643,795.65	EUR	  0.85100		 0.89630	ZU	           0.00	      32,539.12	      32,539.12
			8800	S	195500		1200009375	  2	      41,705.70	USD	      37,105.56	EUR	  0.85100		 0.88970	ZU	           0.00	-1,614.07	-1,614.07
			8800	S	195500		1200009420	  1	-669,190.54	USD	-595,111.15	EUR	  0.85100		 0.88930	ZU	           0.00	      25,630.91	      25,630.91
			8800	S	195500		1200009456	  1	-1,069,853.41	USD	-952,169.53	EUR	  0.85100		 0.89000	ZU	           0.00	      41,725.73	      41,725.73
			8800	S	195500		1200009469	  2	   1,902,937.86	USD	   1,693,804.99	EUR	  0.85100		 0.89010	ZU	           0.00	-74,407.45	-74,407.45
			8800	S	195500		1200009513	  1	-2,457,512.88	USD	-2,186,203.46	EUR	  0.85100		 0.88960	ZU	           0.00	      94,863.32	      94,863.32
			8800	S	195500		1200009526	  1	-633,829.80	USD	-568,101.65	EUR	  0.85100		 0.89630	ZU	           0.00	      28,713.35	      28,713.35
			8800	S	195500		1200009642	  2	       1,881.07	USD	       1,676.79	EUR	  0.85100		 0.89140	ZU	           0.00	-76.00	-76.00
			8800	S	195500		1200009661	  1	-131,001.72	USD	-116,866.63	EUR	  0.85100		 0.89210	ZU	           0.00	       5,384.34	       5,384.34
			8800	S	195500		1200009688	  1	-949,332.54	USD	-846,045.16	EUR	  0.85100		 0.89120	ZU	           0.00	      38,164.45	      38,164.45
			8800	S	195500		1200009717	  1	-3,060.74	USD	-2,743.34	EUR	  0.85100		 0.89630	ZU	           0.00	         138.65	         138.65
			8800	S	195500		1200009857	  1	     114,233.49	USD	     102,056.20	EUR	  0.85100		 0.89340	ZU	           0.00	-4,843.65	-4,843.65
			8800	S	195500		1200009860	  2	   2,031,082.40	USD	   1,812,537.93	EUR	  0.85100		 0.89240	ZU	           0.00	-84,089.56	-84,089.56
			8800	S	195500		1200009941	  1	-7,108.87	USD	-6,422.86	EUR	  0.85100		 0.90350	ZU	           0.00	         373.22	         373.22
			8800	S	195500		1200009966	  2	      22,133.76	USD	      20,066.47	EUR	  0.85100		 0.90660	ZU	           0.00	-1,230.67	-1,230.67
			8800	S	195500		1200009977	  1	-116,970.70	USD	-105,952.06	EUR	  0.85100		 0.90580	ZU	           0.00	       6,410.15	       6,410.15
			8800	S	195500		1200010014	  1	-1,878,615.30	USD	-1,707,661.31	EUR	  0.85100		 0.90900	ZU	           0.00	     108,962.23	     108,962.23
			8800	S	195500		1200010040	  2	       8,744.00	USD	       7,956.17	EUR	  0.85100		 0.90990	ZU	           0.00	-515.04	-515.04
			8800	S	195500		1200010061	  1	-1,987,585.63	USD	-1,812,280.58	EUR	  0.85100		 0.91180	ZU	           0.00	     120,847.90	     120,847.90
			8800	S	195500		1200010070	  1	-1,037,856.88	USD	-948,289.83	EUR	  0.85100		 0.91370	ZU	           0.00	      65,075.03	      65,075.03
			8800	S	195500		1200010103	  1	-5,612.56	USD	-5,156.26	EUR	  0.85100		 0.91870	ZU	           0.00	         379.98	         379.98
			8800	S	195500		1200010166	  2	       9,552.00	USD	       8,754.41	EUR	  0.85100		 0.91650	ZU	           0.00	-625.67	-625.67
			8800	S	195500		1200010179	  1	-1,408,855.94	USD	-1,293,470.64	EUR	  0.85100		 0.91810	ZU	           0.00	      94,536.14	      94,536.14
			8800	S	195500		1200010213	  1	-4,187,929.32	USD	-3,813,109.65	EUR	  0.85100		 0.91050	ZU	           0.00	     249,187.47	     249,187.47
			8800	S	195500		1200010228	  1	-3,081.34	USD	-2,746.09	EUR	  0.85100		 0.89120	ZU	           0.00	         123.87	         123.87
			8800	S	195500		1200010388	  1	-312,024.02	USD	-282,225.73	EUR	  0.85100		 0.90450	ZU	           0.00	      16,693.71	      16,693.71
			8800	S	195500		1200010388	  2	-312,024.02	USD	-282,225.73	EUR	  0.85100		 0.90450	ZU	           0.00	      16,693.71	      16,693.71
			8800	S	195500		1200010414	  3	   1,450,110.44	USD	   1,304,519.35	EUR	  0.85100		 0.89960	ZU	           0.00	-70,477.33	-70,477.33
			8800	S	195500		1200010414	  4	   1,450,110.44	USD	   1,304,519.35	EUR	  0.85100		 0.89960	ZU	           0.00	-70,477.33	-70,477.33
			8800	S	195500		1200010420	  1	-1,007,637.74	USD	-908,183.90	EUR	  0.85100		 0.90130	ZU	           0.00	      50,685.55	      50,685.55
			8800	S	195500		1200010420	  2	-1,007,637.74	USD	-908,183.90	EUR	  0.85100		 0.90130	ZU	           0.00	      50,685.55	      50,685.55
			8800	S	195500		1200010454	  2	         475.73	USD	         433.82	EUR	  0.85100		 0.91190	ZU	           0.00	-28.97	-28.97
			8800	S	195500		1200010485	  1	-5,210,166.47	USD	-4,721,452.86	EUR	  0.85100		 0.90620	ZU	           0.00	     287,608.24	     287,608.24
			8800	S	195500		1200010485	  2	-5,210,166.47	USD	-4,721,452.86	EUR	  0.85100		 0.90620	ZU	           0.00	     287,608.24	     287,608.24
			8800	S	195500		1200010516	  1	-1,677,944.84	USD	-1,532,299.23	EUR	  0.85100		 0.91320	ZU	           0.00	     104,370.44	     104,370.44
			8800	S	195500		1200010516	  2	-1,677,944.84	USD	-1,532,299.23	EUR	  0.85100		 0.91320	ZU	           0.00	     104,370.44	     104,370.44
			8800	S	195500		1200010573	  1	-175,219.75	USD	-163,374.89	EUR	  0.85100		 0.93240	ZU	           0.00	      14,263.12	      14,263.12
			8800	S	195500		1200010573	  2	-175,219.75	USD	-163,374.89	EUR	  0.85100		 0.93240	ZU	           0.00	      14,263.12	      14,263.12
			8800	S	195500		1200010592	  3	   1,283,266.46	USD	   1,199,340.83	EUR	  0.85100		 0.93460	ZU	           0.00	-107,282.81	-107,282.81
			8800	S	195500		1200010592	  4	   1,283,266.46	USD	   1,199,340.83	EUR	  0.85100		 0.93460	ZU	           0.00	-107,282.81	-107,282.81
			8800	S	195500		1200010596	  1	-1,293,725.74	USD	-1,214,161.61	EUR	  0.85100		 0.93850	ZU	           0.00	     113,202.76	     113,202.76
			8800	S	195500		1200010596	  2	-1,293,725.74	USD	-1,214,161.61	EUR	  0.85100		 0.93850	ZU	           0.00	     113,202.76	     113,202.76
			8800	S	195500		1200010658	  3	       2,921.37	USD	       2,751.35	EUR	  0.85100		 0.94180	ZU	           0.00	-265.27	-265.27
			8800	S	195500		1200010658	  4	       2,921.37	USD	       2,751.35	EUR	  0.85100		 0.94180	ZU	           0.00	-265.27	-265.27
			8800	S	195500		1200010765	  3	      82,671.59	USD	      78,182.52	EUR	  0.85100		 0.94570	ZU	           0.00	-7,829.11	-7,829.11
			8800	S	195500		1200010765	  4	      82,671.59	USD	      78,182.52	EUR	  0.85100		 0.94570	ZU	           0.00	-7,829.11	-7,829.11
			8800	S	195500		1200010785	  1	-911,415.20	USD	-858,006.27	EUR	  0.85100		 0.94140	ZU	           0.00	      82,393.17	      82,393.17
			8800	S	195500		1200010785	  2	-911,415.20	USD	-858,006.27	EUR	  0.85100		 0.94140	ZU	           0.00	      82,393.17	      82,393.17
			8800	S	195500		1200010801	  1	-4,574.54	USD	-4,171.52	EUR	  0.85100		 0.91190	ZU	           0.00	         278.59	         278.59
			8800	S	195500		1200010863	  1	     312,024.02	USD	     282,225.73	EUR	  0.85100		 0.90450	ZU	           0.00	-16,693.71	-16,693.71
			8800	S	195500		1200010889	  2	-1,450,110.44	USD	-1,304,519.35	EUR	  0.85100		 0.89960	ZU	           0.00	      70,477.33	      70,477.33
			8800	S	195500		1200010895	  1	   1,007,637.74	USD	     908,183.90	EUR	  0.85100		 0.90130	ZU	           0.00	-50,685.55	-50,685.55
			8800	S	195500		1200010954	  1	   5,210,166.47	USD	   4,721,452.86	EUR	  0.85100		 0.90620	ZU	           0.00	-287,608.24	-287,608.24
			8800	S	195500		1200010985	  1	   1,677,944.84	USD	   1,532,299.23	EUR	  0.85100		 0.91320	ZU	           0.00	-104,370.44	-104,370.44
			8800	S	195500		1200011056	  1	     175,219.75	USD	     163,374.89	EUR	  0.85100		 0.93240	ZU	           0.00	-14,263.12	-14,263.12
			8800	S	195500		1200011075	  2	-1,283,266.46	USD	-1,199,340.83	EUR	  0.85100		 0.93460	ZU	           0.00	     107,282.81	     107,282.81
			8800	S	195500		1200011079	  1	   1,293,725.74	USD	   1,214,161.61	EUR	  0.85100		 0.93850	ZU	           0.00	-113,202.76	-113,202.76
			8800	S	195500		1200011141	  2	-2,921.37	USD	-2,751.35	EUR	  0.85100		 0.94180	ZU	           0.00	         265.27	         265.27
			8800	S	195500		1200011248	  2	-82,671.59	USD	-78,182.52	EUR	  0.85100		 0.94570	ZU	           0.00	       7,829.11	       7,829.11
			8800	S	195500		1200011268	  1	     911,415.20	USD	     858,006.27	EUR	  0.85100		 0.94140	ZU	           0.00	-82,393.17	-82,393.17
			8800	S	195500		1200011353	  2	       3,282.80	USD	       3,103.23	EUR	  0.85100		 0.94530	ZU	           0.00	-309.57	-309.57
			8800	S	195500		1200011404	  1	-174,127.75	USD	-162,391.54	EUR	  0.85100		 0.93260	ZU	           0.00	      14,209.06	      14,209.06
			8800	S	195500		1200011424	  2	     285,111.99	USD	     266,066.51	EUR	  0.85100		 0.93320	ZU	           0.00	-23,436.59	-23,436.59
			8800	S	195500		1200011446	  1	-1,647,972.92	USD	-1,531,790.83	EUR	  0.85100		 0.92950	ZU	           0.00	     129,368.10	     129,368.10
			8800	S	195500		1200011452	  1	-2,005,975.00	USD	-1,887,823.07	EUR	  0.85100		 0.94110	ZU	           0.00	     180,741.06	     180,741.06
			8800	S	195500		1200011490	  1	-204,625.42	USD	-193,739.35	EUR	  0.85100		 0.94680	ZU	           0.00	      19,603.39	      19,603.39
			8800	S	195500		1200011508	  1	-1,483,401.72	USD	-1,398,847.82	EUR	  0.85100		 0.94300	ZU	           0.00	     136,474.96	     136,474.96
			8800	S	195500		1200011528	  2	      42,861.03	USD	      40,302.23	EUR	  0.85100		 0.94030	ZU	           0.00	-3,827.55	-3,827.55
			8800	S	195500		1200011548	  2	   2,760,811.13	USD	   2,591,297.33	EUR	  0.85100		 0.93860	ZU	           0.00	-241,850.79	-241,850.79
			8800	S	195500		1200011560	  1	-14,980.00	USD	-14,439.22	EUR	  0.85100		 0.96390	ZU	           0.00	       1,691.26	       1,691.26
			8800	S	195500		1200011606	  2	   1,201,111.06	USD	   1,149,583.40	EUR	  0.85100		 0.95710	ZU	           0.00	-127,439.51	-127,439.51
			8800	S	195500		1200011637	  2	         284.48	USD	         273.78	EUR	  0.85100		 0.96239	ZU	           0.00	-31.69	-31.69
			8800	S	195500		1200011689	  1	-453.19	USD	-434.75	EUR	  0.85100		 0.95931	ZU	           0.00	          49.09	          49.09
			8800	S	195500		1200011743	  1	-1,343,030.04	USD	-1,284,339.63	EUR	  0.85100		 0.95630	ZU	           0.00	     141,422.88	     141,422.88
			8800	S	195500		1200011799	  1	-14,748.18	USD	-13,941.45	EUR	  0.85100		 0.94530	ZU	           0.00	       1,390.77	       1,390.77
			8800	S	195500		1200011873	  1	-214,296.64	USD	-200,903.10	EUR	  0.85100		 0.93750	ZU	           0.00	      18,536.95	      18,536.95
			8800	S	195500		1200011915	  1	-702,587.59	USD	-662,786.00	EUR	  0.85100		 0.94335	ZU	           0.00	      64,884.91	      64,884.91
			8800	S	195500		1200011919	  2	         139.85	USD	         133.00	EUR	  0.85100		 0.95102	ZU	           0.00	-13.99	-13.99
			8800	S	195500		1200012051	  2	      12,941.64	USD	      12,046.73	EUR	  0.85100		 0.93085	ZU	           0.00	-1,033.41	-1,033.41
			8800	S	195500		1200012054	  1	-391,635.00	USD	-367,059.90	EUR	  0.85100		 0.93725	ZU	           0.00	      33,779.04	      33,779.04
			8800	S	195500		1200012083	  2	   1,964,576.89	USD	   1,836,191.79	EUR	  0.85100		 0.93465	ZU	           0.00	-164,339.51	-164,339.51
			8800	S	195500		1200012097	  1	-983.20	USD	-920.52	EUR	  0.85100		 0.93625	ZU	           0.00	          83.82	          83.82
			8800	S	195500		1200012111	  1	-40,058.33	USD	-38,211.64	EUR	  0.85100		 0.95390	ZU	           0.00	       4,122.06	       4,122.06
			8800	S	195500		1200012162	  1	-30,955.44	USD	-29,720.32	EUR	  0.85100		 0.96010	ZU	           0.00	       3,377.28	       3,377.28
			8800	S	195500		1200012178	  1	-36,542.52	USD	-34,890.80	EUR	  0.85100		 0.95480	ZU	           0.00	       3,793.16	       3,793.16
			8800	S	195500		1200012246	  2	     240,339.47	USD	     227,349.12	EUR	  0.85100		 0.94595	ZU	           0.00	-22,820.56	-22,820.56
			8800	S	195500		1200012260	  1	-703,222.44	USD	-669,749.05	EUR	  0.85100		 0.95240	ZU	           0.00	      71,307.71	      71,307.71
			8800	S	195500		1200012318	  2	-139.85	USD	-133.00	EUR	  0.85100		 0.95102	ZU	           0.00	          13.99	          13.99
			8800	S	195500		1200012367	  2	         139.85	USD	         133.00	EUR	  0.85100		 0.95102	ZU	           0.00	-13.99	-13.99
			8800	S	195500		1200012456	  2	   1,692,674.73	USD	   1,573,425.80	EUR	  0.85100		 0.92955	ZU	           0.00	-132,961.90	-132,961.90
			8800	S	195500		1200012488	  1	-10,838.48	USD	-10,050.52	EUR	  0.85100		 0.92730	ZU	           0.00	         826.99	         826.99
			8800	S	195500		1200012517	  1	-463,524.33	USD	-433,673.36	EUR	  0.85100		 0.93560	ZU	           0.00	      39,214.78	      39,214.78
			8800	S	195500		1200012538	  1	-3,888.32	USD	-3,631.89	EUR	  0.85100		 0.93405	ZU	           0.00	         322.93	         322.93
			8800	S	195500		1200012603	  2	         860.58	USD	         813.68	EUR	  0.85100		 0.94550	ZU	           0.00	-81.33	-81.33
			8800	S	195500		1200012622	  2	     105,814.63	USD	      99,846.68	EUR	  0.85100		 0.94360	ZU	           0.00	-9,798.57	-9,798.57
			8800	S	195500		1200012624	  2	   1,683,643.88	USD	   1,579,426.32	EUR	  0.85100		 0.93810	ZU	           0.00	-146,647.66	-146,647.66
			8800	S	195500		1200012677	  1	-1,754,332.34	USD	-1,662,931.63	EUR	  0.85100		 0.94790	ZU	           0.00	     169,997.18	     169,997.18
			8800	S	195500		1200012697	  1	-728,088.74	USD	-689,791.27	EUR	  0.85100		 0.94740	ZU	           0.00	      70,188.74	      70,188.74
			8800	S	195500		1200012740	  1	-280,059.28	USD	-263,591.79	EUR	  0.85100		 0.94120	ZU	           0.00	      25,261.72	      25,261.72
			8800	S	195500		1200012754	  1	-41,658.65	USD	-38,598.82	EUR	  0.85100		 0.92655	ZU	           0.00	       3,147.37	       3,147.37
			8800	S	195500		1200012827	  2	     622,689.73	USD	     586,511.46	EUR	  0.85100		 0.94190	ZU	           0.00	-56,603.34	-56,603.34
			8800	S	195500		1200012870	  2	   1,791,580.31	USD	   1,696,089.08	EUR	  0.85100		 0.94670	ZU	           0.00	-171,456.66	-171,456.66
			8800	S	195500		1200012873	  2	         122.41	USD	         115.30	EUR	  0.85100		 0.94192	ZU	           0.00	-11.13	-11.13
